type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	rea_LOVE	rea_HAHA	rea_WOW	rea_SAD	rea_ANGRY	rea_THANKFUL
link	post_page_182919686769	182919686769_10156000595831770	https://www.facebook.com/182919686769/posts/10156000595831770/	"He s not thrilled with the way things went down."	https://external.xx.fbcdn.net/safe_image.php?d=AQDKbLWSFNn8Wes0&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51cc1fa4b3ff423427a058%2F6f350e9a27b9cd8b833e4e90d1514f5ae328c641_5244e5755107107a6ee3d88cc081864f46b7819a_facebook&cfs=1&_nc_hash=AQCLcpQoCPykh1a4	https://external.xx.fbcdn.net/safe_image.php?d=AQDOOHQ4Oguji7RU&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51cc1fa4b3ff423427a058%2F6f350e9a27b9cd8b833e4e90d1514f5ae328c641_5244e5755107107a6ee3d88cc081864f46b7819a_facebook&_nc_hash=AQBAzTUqBENVAqyQ	https://bit.ly/2RrwMc0	bit.ly	2019-01-30T20:30:04+0000	1548880204	"2019-01-30 21:30:04"	142	591	479	41	1111	0	46	12	7	272	0
link	post_page_182919686769	182919686769_10156000546146770	https://www.facebook.com/182919686769/posts/10156000546146770/	LOL	https://external.xx.fbcdn.net/safe_image.php?d=AQA8EYUtkDHgH-MT&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51bcd93e599b5f2b236b04%2F27821b91387e409815a34ce0cbf36f04e466c8ac_c47e04a2799acfd6f00a113061009edb759566ce_facebook&cfs=1&_nc_hash=AQB8vUZfaSIUtg8K	https://external.xx.fbcdn.net/safe_image.php?d=AQASJ5XaPb0zEHAo&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51bcd93e599b5f2b236b04%2F27821b91387e409815a34ce0cbf36f04e466c8ac_c47e04a2799acfd6f00a113061009edb759566ce_facebook&_nc_hash=AQADRYgp4lPOTr5N	https://bit.ly/2HDwbVe	bit.ly	2019-01-30T20:00:26+0000	1548878426	"2019-01-30 21:00:26"	417	832	996	98	1926	10	399	14	8	148	0
link	post_page_182919686769	182919686769_10156000486981770	https://www.facebook.com/182919686769/posts/10156000486981770/	"Hot take in 3... 2... 1..."	https://external.xx.fbcdn.net/safe_image.php?d=AQByAz-74segYmyE&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51bc1ea4b3ff2730363ff8%2F01eeda812e54374f267c5cddc5ff5610b4855df7_89cfc17b9f17c4751c383f4f33e1e5ec2c405a8f_facebook&cfs=1&_nc_hash=AQBVMSs1SFNo5_Ev	https://external.xx.fbcdn.net/safe_image.php?d=AQCcwi-QXzDj1mTn&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51bc1ea4b3ff2730363ff8%2F01eeda812e54374f267c5cddc5ff5610b4855df7_89cfc17b9f17c4751c383f4f33e1e5ec2c405a8f_facebook&_nc_hash=AQAZsAY5Ii0ikBhx	https://bit.ly/2WuPwez	bit.ly	2019-01-30T19:30:05+0000	1548876605	"2019-01-30 20:30:05"	865	492	1112	137	1741	26	96	32	8	85	0
link	post_page_182919686769	182919686769_10156000420086770	https://www.facebook.com/182919686769/posts/10156000420086770/	"Make sense?"	https://external.xx.fbcdn.net/safe_image.php?d=AQBIb3qhn9YXMT-n&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b3db32812a2e34446e46%2F9faefc8ffe75a1795c79d1326e2a7793f6826ba3_8adf9acb9feb357fa11032048da09d39cad507bf_facebook&cfs=1&_nc_hash=AQCCI7vl1FFVBHGS	https://external.xx.fbcdn.net/safe_image.php?d=AQBl9plQ3mxVdcag&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b3db32812a2e34446e46%2F9faefc8ffe75a1795c79d1326e2a7793f6826ba3_8adf9acb9feb357fa11032048da09d39cad507bf_facebook&_nc_hash=AQDm12ezsUfz3Mhk	https://bit.ly/2sX69lw	bit.ly	2019-01-30T18:48:34+0000	1548874114	"2019-01-30 19:48:34"	2506	376	2819	259	3454	240	57	8	1	7	0
link	post_page_182919686769	182919686769_10156000387661770	https://www.facebook.com/182919686769/posts/10156000387661770/	"Is this a good move?"	https://external.xx.fbcdn.net/safe_image.php?d=AQAUb-cShyLzH72e&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51de56a4b3ff77c6133452%2F22acab6728e80b2dec0ac55bdd3d6f18043fcaa2_111cb51f8b86daf6945e42986465103c565a5707_facebook&cfs=1&_nc_hash=AQACXaLkVf2gHkRC	https://external.xx.fbcdn.net/safe_image.php?d=AQDlq_wkAPvUdyHb&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51de56a4b3ff77c6133452%2F22acab6728e80b2dec0ac55bdd3d6f18043fcaa2_111cb51f8b86daf6945e42986465103c565a5707_facebook&_nc_hash=AQCUz616JRw57c6R	https://bit.ly/2WxBYPc	bit.ly	2019-01-30T18:30:07+0000	1548873007	"2019-01-30 19:30:07"	51	21	94	9	124	0	15	19	2	7	0
link	post_page_182919686769	182919686769_10156000335596770	https://www.facebook.com/182919686769/posts/10156000335596770/	WOW.	https://external.xx.fbcdn.net/safe_image.php?d=AQDXV9F8_l0HQcpI&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b0b732812a13bf5c25e3%2Fb1309ae6dc1b9554c5a5c782cc722da6f504391d_742da2dd143e5a6a9567c725fc69b976aae5b661_facebook&cfs=1&_nc_hash=AQBv0nlR-uLxLNdR	https://external.xx.fbcdn.net/safe_image.php?d=AQDGEQz4kEViBLkA&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b0b732812a13bf5c25e3%2Fb1309ae6dc1b9554c5a5c782cc722da6f504391d_742da2dd143e5a6a9567c725fc69b976aae5b661_facebook&_nc_hash=AQCbtbRRzNsx6mJ_	https://bit.ly/2Rrnrkm	bit.ly	2019-01-30T18:00:04+0000	1548871204	"2019-01-30 19:00:04"	1010	330	1183	142	1655	7	19	100	8	39	0
link	post_page_182919686769	182919686769_10156000287286770	https://www.facebook.com/182919686769/posts/10156000287286770/	"She s still on the fence."	https://external.xx.fbcdn.net/safe_image.php?d=AQDIWKumwCOQWeeh&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b089a4b3ff39cd474f63%2Ff422ba85db54316534056f2d774a5665252c2be5_ff0df7cc896aa34a4f60db6c6e5ca537ed7997d2_facebook&cfs=1&_nc_hash=AQAWDNws3Qx9tDE0	https://external.xx.fbcdn.net/safe_image.php?d=AQBZE0ELMyVnzVrc&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b089a4b3ff39cd474f63%2Ff422ba85db54316534056f2d774a5665252c2be5_ff0df7cc896aa34a4f60db6c6e5ca537ed7997d2_facebook&_nc_hash=AQDTa8Jm-zgen1IG	https://bit.ly/2WrodSi	bit.ly	2019-01-30T17:30:35+0000	1548869435	"2019-01-30 18:30:35"	194	824	1102	87	2013	3	49	49	86	721	0
link	post_page_182919686769	182919686769_10156000237226770	https://www.facebook.com/182919686769/posts/10156000237226770/	"Will she or won t she?"	https://external.xx.fbcdn.net/safe_image.php?d=AQC18hgOSUSztx7F&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b0533e599b620e1c6aa6%2Fe4ef65a597a0e8630a666ec8eda05f8988cde38d_69f62357f60a58ddee2fdf6feb7fa056075cd0f6_facebook&cfs=1&_nc_hash=AQBmZGdyI8r3XAfB	https://external.xx.fbcdn.net/safe_image.php?d=AQCpToITArJHuUhL&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b0533e599b620e1c6aa6%2Fe4ef65a597a0e8630a666ec8eda05f8988cde38d_69f62357f60a58ddee2fdf6feb7fa056075cd0f6_facebook&_nc_hash=AQC9vQNHRM_Cxa0i	https://bit.ly/2WtH2Ep	bit.ly	2019-01-30T17:00:05+0000	1548867605	"2019-01-30 18:00:05"	105	989	864	69	1922	1	557	15	16	170	0
link	post_page_182919686769	182919686769_10156000181401770	https://www.facebook.com/182919686769/posts/10156000181401770/	Lol	https://external.xx.fbcdn.net/safe_image.php?d=AQCY8bh7bnMF5Iuv&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b03532812a0dda7e6cb4%2Fa9ad791ce2b3f895bf8ec07df198a45a74e8603b_e59176175aa86ce721d43c8600418898f6bfa458_facebook&cfs=1&_nc_hash=AQAh7trUNdxL_80k	https://external.xx.fbcdn.net/safe_image.php?d=AQBwNTlkdQRbSNRQ&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51b03532812a0dda7e6cb4%2Fa9ad791ce2b3f895bf8ec07df198a45a74e8603b_e59176175aa86ce721d43c8600418898f6bfa458_facebook&_nc_hash=AQDNqhUGaMhOFqvE	https://bit.ly/2FXvTa3	bit.ly	2019-01-30T16:30:12+0000	1548865812	"2019-01-30 17:30:12"	416	20	564	52	636	10	131	3	1	3	0
link	post_page_182919686769	182919686769_10156000153471770	https://www.facebook.com/182919686769/posts/10156000153471770/	"It s not good for the party."	https://external.xx.fbcdn.net/safe_image.php?d=AQBxkhUbSdPcYRj6&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c50fdf2b30c4f7a3b6bb0f3%2Ff1078e5d8a57c5f890971ff258254d2a417cdf6b_37778db389bf9410cbdccbbcdf8dcae11287cf08_facebook&cfs=1&_nc_hash=AQB7CdX3kQjFcI71	https://external.xx.fbcdn.net/safe_image.php?d=AQABRVrXaTDAz1XO&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c50fdf2b30c4f7a3b6bb0f3%2Ff1078e5d8a57c5f890971ff258254d2a417cdf6b_37778db389bf9410cbdccbbcdf8dcae11287cf08_facebook&_nc_hash=AQBOq5etP0oa8wor	https://bit.ly/2FXKIJF	bit.ly	2019-01-30T16:15:33+0000	1548864933	"2019-01-30 17:15:33"	775	215	1312	240	1767	4	132	47	22	332	0
video	post_page_182919686769	182919686769_10156000131681770	https://www.facebook.com/182919686769/posts/10156000131681770/	" This First Lady is a former supermodel  she should be on the cover of every magazine  !!!"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/50070657_389212041636255_8124441226096148480_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=4ca895d91e2c81bfffc7ceada4162400&oe=5CFD1C48	https://scontent.xx.fbcdn.net/v/t15.5256-10/50070657_389212041636255_8124441226096148480_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=142d38c3b29b52813bf56a3799cd9249&oe=5CBC01BA	https://www.facebook.com/DailyCaller/videos/389649384925854/	facebook.com	2019-01-30T16:15:00+0000	1548864900	"2019-01-30 17:15:00"	5943	1563	6642	1269	9474	541	95	20	19	24	0
link	post_page_182919686769	182919686769_10156000129601770	https://www.facebook.com/182919686769/posts/10156000129601770/	"This ought to ruffle some feathers."	https://external.xx.fbcdn.net/safe_image.php?d=AQBwJRR-DDuwYA2Q&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51a882a32b5b26e5547c5d%2Fc45f3469b18c48f117eb08db767a06224a12c535_b5c5d15b8c5a8c338ab64dd72b7ce17555997af4_facebook&cfs=1&_nc_hash=AQAvHI91F9Hzf7sS	https://external.xx.fbcdn.net/safe_image.php?d=AQBp2VG0EtVEQDd6&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51a882a32b5b26e5547c5d%2Fc45f3469b18c48f117eb08db767a06224a12c535_b5c5d15b8c5a8c338ab64dd72b7ce17555997af4_facebook&_nc_hash=AQC5CAyLszC-Him0	https://bit.ly/2sYIjpi	bit.ly	2019-01-30T16:00:31+0000	1548864031	"2019-01-30 17:00:31"	17300	705	20607	5417	26729	1332	1763	153	11	48	0
link	post_page_182919686769	182919686769_10156000038701770	https://www.facebook.com/182919686769/posts/10156000038701770/	"He s not playing."	https://external.xx.fbcdn.net/safe_image.php?d=AQD77QiUlj7UZKoR&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51ba53a32b5b45a76c3b34%2F526046be152c35ad6dcdffccdd83c8df65ce3e9a_f679e7e1def29a27cf63e73ae2c658f29caf2977_facebook&cfs=1&_nc_hash=AQB4MU5Ie5LswaAE	https://external.xx.fbcdn.net/safe_image.php?d=AQDT8cKmKWJ-efPv&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c51ba53a32b5b45a76c3b34%2F526046be152c35ad6dcdffccdd83c8df65ce3e9a_f679e7e1def29a27cf63e73ae2c658f29caf2977_facebook&_nc_hash=AQD8i3L9IWqr0qqI	https://bit.ly/2G95N32	bit.ly	2019-01-30T15:00:04+0000	1548860404	"2019-01-30 16:00:04"	1503	281	1717	323	2321	104	3	11	80	16	0
link	post_page_182919686769	182919686769_10155999987241770	https://www.facebook.com/182919686769/posts/10155999987241770/	"It doesn t even make sense."	https://external.xx.fbcdn.net/safe_image.php?d=AQDLXNku1VaOyWUc&w=130&h=130&url=https%3A%2F%2Fcdn01.dailycaller.com%2Fwp-content%2Fuploads%2F2019%2F01%2FRTX175ML-e1548775295494.jpg&cfs=1&_nc_hash=AQBtAMxuEWUMGuLX	https://external.xx.fbcdn.net/safe_image.php?d=AQDyi015MU6tjiUX&url=https%3A%2F%2Fcdn01.dailycaller.com%2Fwp-content%2Fuploads%2F2019%2F01%2FRTX175ML-e1548775295494.jpg&_nc_hash=AQAwkXG0c5jPtqA3	https://bit.ly/2sUCTMo	bit.ly	2019-01-30T14:30:02+0000	1548858602	"2019-01-30 15:30:02"	671	303	1207	506	2016	5	457	57	7	10	0
link	post_page_182919686769	182919686769_10155999944136770	https://www.facebook.com/182919686769/posts/10155999944136770/	"French carbon-tax protesters have gotten violent recently."	https://external.xx.fbcdn.net/safe_image.php?d=AQDQCw18NZvgmTcJ&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c50e5b43e599b51621515b2%2F7c7d11dbcb47e0c75a322c56e0a82a6fb455e5bb_ef11de298b7a68b187486356d44b6c3340d148b9_facebook&cfs=1&_nc_hash=AQCzVOghf0abCUen	https://external.xx.fbcdn.net/safe_image.php?d=AQCA2WVeOXDeMu6A&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5c50e5b43e599b51621515b2%2F7c7d11dbcb47e0c75a322c56e0a82a6fb455e5bb_ef11de298b7a68b187486356d44b6c3340d148b9_facebook&_nc_hash=AQDmIEdovKqaC87_	https://bit.ly/2RpL1y0	bit.ly	2019-01-30T14:00:19+0000	1548856819	"2019-01-30 15:00:19"	207	88	337	57	482	3	18	38	5	66	0
link	post_page_182919686769	182919686769_10155999908501770	https://www.facebook.com/182919686769/posts/10155999908501770/	"The bill also strips hospital requirements for late-term abortions."	https://external.xx.fbcdn.net/safe_image.php?d=AQD3MKy4x-cFSknd&w=130&h=130&url=https%3A%2F%2Fcdn01.dailycaller.com%2Fwp-content%2Fuploads%2F2019%2F01%2FKeep-Abortion-Legal-sign-e1548249633944.jpg&cfs=1&_nc_hash=AQA38EqlM4Qrbv0K	https://external.xx.fbcdn.net/safe_image.php?d=AQBrTugjMoMJi2jY&url=https%3A%2F%2Fcdn01.dailycaller.com%2Fwp-content%2Fuploads%2F2019%2F01%2FKeep-Abortion-Legal-sign-e1548249633944.jpg&_nc_hash=AQCVpLZFLxWcJTmC	https://bit.ly/2DIsGso	bit.ly	2019-01-30T13:30:08+0000	1548855008	"2019-01-30 14:30:08"	204	1213	3663	889	5765	7	3	38	561	2850	0
video	post_page_182919686769	182919686769_531134044065243	https://www.facebook.com/DailyCaller/videos/531134044065243/	"Roger Stone discusses the FBI raid on his home as well as his arraignment in court.    Tune in to find out why Roger Stone is furious about how Mueller and his team conducted Stone s arrest.  What do you think? Should Stone have been indicted? Let us know in the comments below!"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/50686278_234006924151711_4844076635705573376_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=6765c5538f9a45d310322b10800c3840&oe=5CBED842	https://scontent.xx.fbcdn.net/v/t15.5256-10/50686278_234006924151711_4844076635705573376_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=d9a01d3b415bf9b06a259f9165e58b29&oe=5CBDDBB0	https://www.facebook.com/DailyCaller/videos/531134044065243/	facebook.com	2019-01-30T13:19:10+0000	1548854350	"2019-01-30 14:19:10"	1292	1718	1934	1413	5065	160	22	69	73	318	0
